monthly_income,monthly_expense_total,savings_rate,budget_goal,credit_score,debt_to_income_ratio,loan_payment,discretionary_spending,essential_spending,rent_or_mortgage,financial_advice_score,financial_stress_level,actual_savings
3788.81,3265.87,0.1,2847.16,642.0,0.13,385.77,595.86,2952.46,1170.5,15.2,Medium,522.94
3471.8,4290.52,0.22,3042.14,579.0,0.18,285.69,348.06,1999.08,1722.17,71.0,Low,0.0
3489.98,3478.88,0.35,3010.67,633.0,0.5,655.63,911.82,1885.5,1421.29,71.9,High,11.1
4234.68,3634.7,0.23,2822.38,630.0,0.39,411.87,335.58,1356.33,1439.82,30.7,Low,599.98
6292.41,3382.48,0.12,2482.01,701.0,0.52,158.59,365.11,1758.04,1358.01,20.5,High,2909.93
3208.88,2980.67,0.38,3264.37,742.0,0.45,110.92,498.56,2137.08,903.63,96.9,High,228.21
4118.35,3206.11,0.09,2967.28,654.0,0.58,353.98,436.8,2524.06,1431.62,86.5,Low,912.24
3493.23,2715.97,0.15,2550.46,686.0,0.28,711.12,223.33,1284.42,1174.82,81.0,Low,777.26
2503.18,3240.64,0.33,2938.38,645.0,0.52,557.3,531.81,1663.52,1507.13,35.7,Medium,0.0
4784.25,1063.88,0.18,2964.91,684.0,0.5,222.98,580.47,2284.05,839.45,3.0,Low,3720.37
5721.48,3148.92,0.4,2747.68,732.0,0.6,906.09,541.63,1483.51,1815.94,46.2,High,2572.56
5641.88,2571.85,0.28,2926.18,765.0,0.25,748.64,333.13,2304.5,1199.28,76.1,Low,3070.03
4171.99,2191.17,0.33,3599.57,641.0,0.53,521.78,794.79,1713.31,773.68,36.3,Low,1980.82
3585.61,2389.76,0.32,1942.21,782.0,0.52,480.07,541.55,2745.99,1034.73,86.0,Medium,1195.85
3688.36,1658.22,0.22,2400.09,734.0,0.34,525.42,390.35,2343.4,954.35,82.7,Low,2030.14
3856.87,2783.08,0.4,2847.61,705.0,0.39,412.18,665.78,2063.71,1718.92,34.6,Medium,1073.79
3536.81,2556.68,0.26,2937.86,641.0,0.29,845.54,304.83,1357.46,1473.56,72.4,Low,980.13
4996.59,3278.59,0.27,2408.93,696.0,0.25,717.69,307.77,1942.17,1198.57,2.3,Low,1718.0
4130.8,3446.5,0.25,3385.99,734.0,0.49,496.29,610.35,1434.69,925.43,32.6,Medium,684.3
5428.34,2846.96,0.29,3623.76,647.0,0.35,250.59,354.18,3864.58,1708.13,76.7,Low,2581.38
3061.36,3685.67,0.24,4184.02,751.0,0.58,256.4,775.92,1251.51,950.11,57.9,Medium,0.0
4011.29,4790.33,0.4,2056.66,693.0,0.22,316.08,327.18,1889.69,2058.65,80.5,Medium,0.0
5623.07,3345.52,0.08,2198.78,706.0,0.49,514.39,691.44,3169.35,1437.06,36.1,Low,2277.55
3856.03,2716.07,0.22,3597.22,724.0,0.42,373.62,262.19,1709.08,733.62,25.7,Low,1139.96
3652.17,3353.63,0.33,2280.95,708.0,0.29,781.52,438.48,2139.84,470.12,40.0,High,298.54
4701.87,3653.78,0.24,2787.34,680.0,0.49,396.26,256.68,2333.24,1348.23,94.0,High,1048.09
3792.48,3748.54,0.25,2433.01,610.0,0.1,602.71,726.02,2458.62,754.88,19.6,Medium,43.94
3821.93,1798.56,0.36,2854.14,621.0,0.1,396.48,920.25,2021.03,1274.34,77.8,Low,2023.37
3922.4,3430.29,0.09,2430.0,702.0,0.38,512.24,296.17,2594.23,1398.74,12.4,Low,492.11
3830.55,4707.09,0.21,2961.18,660.0,0.19,525.8,533.06,2239.88,875.58,65.9,Low,0.0
6598.46,2639.61,0.12,2406.45,600.0,0.5,399.31,536.23,1852.61,757.78,26.3,Medium,3958.85
5028.45,4475.26,0.22,3113.11,699.0,0.4,1045.07,137.8,2230.73,1632.32,35.9,High,553.19
4499.01,2533.78,0.35,2437.16,641.0,0.15,819.17,737.69,1913.14,1815.12,46.1,Low,1965.23
6382.64,3624.26,0.27,2408.95,678.0,0.58,333.32,635.82,2973.79,1178.43,37.8,Medium,2758.38
4343.69,2591.83,0.25,2629.67,765.0,0.38,526.96,346.22,1909.58,2060.22,78.9,Low,1751.86
4554.87,2478.1,0.21,2680.73,552.0,0.28,287.51,342.3,3483.9,1413.46,48.3,Medium,2076.77
5290.5,3598.39,0.22,2437.05,822.0,0.28,603.13,601.47,1981.52,1572.51,29.7,High,1692.11
2315.79,2489.11,0.27,2498.29,735.0,0.29,590.73,397.97,2406.22,1465.42,14.1,Low,0.0
4842.78,3005.7,0.24,2363.89,562.0,0.36,883.06,143.76,2598.42,644.22,94.3,Medium,1837.08
4788.35,3338.91,0.19,2105.19,750.0,0.37,517.34,749.14,2412.41,1499.56,33.4,Low,1449.44
3523.77,2486.14,0.16,2000.32,683.0,0.43,303.91,452.98,2433.54,1395.36,37.7,Medium,1037.63
3805.5,3553.07,0.08,2634.24,651.0,0.23,723.55,442.15,2480.52,1613.14,1.9,High,252.43
4714.82,2041.84,0.05,2016.52,687.0,0.33,355.45,723.16,2045.86,827.96,82.7,Low,2672.98
5689.03,2454.22,0.1,2222.85,686.0,0.11,550.69,704.52,1743.89,2092.8,46.4,Low,3234.81
4744.36,2837.84,0.35,2811.8,704.0,0.57,581.99,515.84,2347.18,1501.13,7.5,Low,1906.52
3881.49,3167.81,0.05,2643.11,705.0,0.22,239.12,593.63,1797.74,1822.98,98.8,Low,713.68
2030.17,3011.2,0.33,2429.85,732.0,0.13,208.77,574.5,1056.51,737.96,81.3,Low,0.0
5221.04,2290.23,0.29,2843.18,747.0,0.32,302.95,530.03,2675.11,867.16,5.9,High,2930.81
1333.75,2384.17,0.33,2679.81,650.0,0.43,613.31,553.56,2186.12,2016.96,2.8,Low,0.0
3496.23,2432.22,0.3,2910.22,630.0,0.36,967.21,668.63,2302.19,946.7,1.1,Medium,1064.01
3334.65,3458.14,0.24,2337.13,670.0,0.39,728.05,614.0,2037.04,1191.96,76.5,Low,0.0
4605.31,2561.93,0.27,3241.61,624.0,0.15,459.19,421.48,3632.88,1657.6,49.5,High,2043.38
4316.82,3802.62,0.07,2675.76,787.0,0.35,257.02,645.39,1423.93,1771.14,62.8,Medium,514.2
4437.88,3401.22,0.14,2362.42,713.0,0.54,580.18,465.0,1430.54,1719.24,96.9,Low,1036.66
6901.16,4122.09,0.08,1873.23,758.0,0.32,531.53,537.04,2578.2,954.74,32.3,High,2779.07
3561.39,2895.72,0.24,3061.8,653.0,0.23,729.18,756.39,1962.73,854.55,85.8,High,665.67
3960.08,3798.98,0.21,2606.62,613.0,0.44,329.81,422.67,3145.91,1367.16,74.8,Medium,161.1
3073.53,2900.26,0.33,2697.23,639.0,0.39,760.16,548.34,1938.53,1136.74,1.1,Low,173.27
4492.58,2890.4,0.07,2955.42,595.0,0.37,672.05,758.18,1672.06,1200.94,18.1,Low,1602.18
4753.76,1017.04,0.06,2024.7,626.0,0.4,459.42,777.66,2209.95,628.25,52.5,Medium,3736.72
3268.37,3395.71,0.2,3411.93,635.0,0.42,441.62,402.1,3018.39,640.62,56.7,High,0.0
4726.02,2220.67,0.22,2081.31,709.0,0.5,534.19,771.75,2093.45,1751.94,47.6,Medium,2505.35
4075.23,1152.24,0.4,3083.69,671.0,0.43,434.12,552.13,2281.81,1253.49,75.7,Low,2922.99
5131.05,3785.65,0.16,3399.28,668.0,0.47,364.78,507.07,2036.75,1072.71,90.7,Low,1345.4
4297.15,3165.47,0.22,2022.33,693.0,0.21,416.23,344.9,1958.64,1804.21,90.1,Medium,1131.68
3454.17,2425.12,0.15,2486.3,680.0,0.54,658.93,139.03,2095.8,1434.65,98.1,High,1029.05
4859.54,3578.86,0.12,2374.28,711.0,0.13,645.39,491.67,2094.77,637.72,86.3,Medium,1280.68
2642.03,3856.75,0.15,2694.91,715.0,0.35,447.08,361.38,2078.28,763.44,32.8,Medium,0.0
3718.62,3287.42,0.24,2518.02,730.0,0.51,790.44,770.53,2762.75,1533.8,19.9,High,431.2
3706.82,2593.66,0.09,2217.73,640.0,0.28,95.35,785.15,2777.26,1023.57,19.6,Low,1113.16
3478.13,4264.46,0.16,3031.53,766.0,0.25,563.31,740.75,2682.39,1237.79,72.2,Low,0.0
2812.22,2208.34,0.32,3365.43,716.0,0.14,393.46,644.62,1834.42,1534.98,14.3,Medium,603.88
4206.61,4421.55,0.09,2468.9,744.0,0.57,459.62,609.39,1000.0,865.5,87.8,Medium,0.0
3885.65,2998.3,0.19,2168.56,628.0,0.12,654.25,736.21,3096.29,1475.46,93.8,Medium,887.35
3667.15,2130.24,0.25,2491.29,709.0,0.27,173.04,706.99,2469.13,972.99,97.1,High,1536.91
3450.7,2302.19,0.16,2957.13,657.0,0.42,436.23,430.86,2232.47,1398.47,37.7,Low,1148.51
3502.85,3047.54,0.23,3270.76,638.0,0.57,439.59,406.01,1580.54,1111.26,58.9,Low,455.31
3249.9,3808.7,0.1,2342.0,813.0,0.38,762.35,971.66,2355.5,1432.23,91.3,High,0.0
2840.37,2709.15,0.26,2871.77,697.0,0.26,433.33,601.37,1823.14,300.0,52.6,Low,131.22
3233.77,1646.82,0.17,2648.6,705.0,0.22,878.54,431.99,2880.62,750.21,74.8,Medium,1586.95
2036.57,4559.61,0.23,1731.82,675.0,0.22,526.46,512.93,2579.49,890.27,77.0,Low,0.0
4472.59,1321.97,0.2,3521.55,634.0,0.54,241.16,560.33,2216.07,1629.08,57.7,Medium,3150.62
4480.67,2492.74,0.09,2720.17,644.0,0.4,536.79,470.69,1478.47,1202.74,80.5,Medium,1987.93
4660.79,3880.61,0.3,3609.07,642.0,0.29,461.27,380.99,2688.15,1241.37,46.6,Medium,780.18
4493.53,3739.58,0.25,2883.64,667.0,0.43,202.61,464.97,2220.96,1481.26,70.1,Low,753.95
4897.24,3723.44,0.27,2734.32,721.0,0.32,388.29,482.28,1645.9,1134.32,10.7,Low,1173.8
6577.71,3415.79,0.34,2234.61,787.0,0.32,471.39,392.6,2439.4,1662.06,92.6,Medium,3161.92
3717.91,2049.8,0.31,2998.43,692.0,0.32,413.0,572.42,1529.86,1238.01,10.5,Medium,1668.11
2459.45,1997.77,0.11,2848.08,594.0,0.53,710.37,639.13,3561.47,875.71,50.4,Low,461.68
5296.21,3338.49,0.32,2407.96,725.0,0.18,315.97,940.39,1386.12,1469.31,89.7,Low,1957.72
3900.81,2658.08,0.08,2204.68,624.0,0.46,268.88,857.51,2660.64,1256.25,11.1,High,1242.73
6004.68,2104.88,0.11,2491.69,705.0,0.37,572.74,548.12,3097.25,300.0,11.3,Low,3899.8
5560.87,2735.66,0.18,2467.16,705.0,0.21,602.44,742.83,3045.95,1046.96,82.9,Low,2825.21
4093.76,2343.05,0.25,2338.76,694.0,0.22,660.9,636.04,1949.62,1478.35,83.6,Low,1750.71
5904.98,2453.74,0.25,3199.33,657.0,0.56,771.88,562.83,3070.53,1720.5,47.3,Low,3451.24
4773.79,3260.39,0.15,2885.79,709.0,0.57,681.66,446.22,2794.04,1806.75,33.2,Medium,1513.4
4782.36,2279.8,0.08,2489.35,681.0,0.29,191.94,679.35,3331.9,948.53,97.1,Medium,2502.56
5370.44,3621.65,0.16,3037.85,717.0,0.12,663.98,450.86,1463.71,1842.48,74.4,Medium,1748.79
5777.42,4027.9,0.18,2740.06,748.0,0.47,656.06,518.21,2035.34,316.46,97.6,Low,1749.52
5007.12,3310.31,0.15,2497.2,712.0,0.42,630.31,167.15,1396.66,1044.25,69.1,Low,1696.81
4286.35,3701.82,0.31,1704.7,696.0,0.34,1053.91,585.86,1712.12,1223.17,22.5,Medium,584.53
5252.02,1576.39,0.22,2389.19,691.0,0.34,704.57,379.64,2006.8,1809.63,42.9,High,3675.63
4099.25,3721.13,0.39,2534.13,668.0,0.37,340.21,148.88,3195.98,1329.56,97.4,High,378.12
3213.26,1793.93,0.1,3418.06,674.0,0.38,911.02,680.08,2946.01,1436.6,12.9,Low,1419.33
4712.63,2307.9,0.2,3174.14,615.0,0.22,184.54,460.49,1814.41,1415.75,85.3,Low,2404.73
4136.61,2958.28,0.39,3100.36,725.0,0.45,761.91,458.94,1893.77,1470.46,28.0,Medium,1178.33
4226.39,2227.67,0.23,3095.09,669.0,0.32,456.41,404.5,1961.0,1299.61,40.6,Low,1998.72
3297.15,2774.64,0.1,2770.25,763.0,0.54,336.07,676.79,1065.44,1186.18,2.5,Medium,522.51
2854.93,2346.82,0.08,3227.5,702.0,0.3,570.15,692.42,1866.95,1072.27,80.5,Medium,508.11
3091.21,3412.58,0.27,2999.49,706.0,0.51,550.27,153.41,2259.64,1726.89,49.4,High,0.0
3731.11,1565.67,0.21,3027.27,757.0,0.43,554.81,370.22,2945.5,839.87,66.1,Low,2165.44
4043.8,3624.0,0.4,2058.71,669.0,0.12,454.12,487.72,2803.18,1269.57,67.6,Low,419.8
6506.77,3037.56,0.16,3732.76,671.0,0.23,681.78,660.88,3135.65,1449.05,62.3,Medium,3469.21
1957.14,3683.59,0.32,2610.94,647.0,0.33,118.24,570.24,3045.26,1608.24,15.8,Medium,0.0
3890.29,3315.21,0.33,2583.23,718.0,0.42,309.56,455.2,2062.29,930.38,19.4,High,575.08
3804.77,3021.33,0.24,2637.47,547.0,0.56,274.53,762.59,2012.13,1639.38,99.3,Low,783.44
3050.34,2828.2,0.07,2491.38,645.0,0.45,768.89,126.12,1091.55,461.83,51.1,High,222.14
2967.7,3150.82,0.38,2662.94,610.0,0.37,530.85,374.25,3095.39,871.38,34.1,Medium,0.0
2554.47,2592.84,0.17,2302.62,677.0,0.38,812.38,664.84,2385.37,665.78,87.0,Low,0.0
4987.0,2570.0,0.16,3563.92,636.0,0.25,828.78,462.86,2808.55,833.71,75.9,High,2417.0
3636.72,2250.29,0.4,2993.12,659.0,0.11,682.15,320.14,1574.44,1155.45,82.1,Low,1386.43
3500.91,4130.36,0.37,3043.75,738.0,0.4,833.44,589.95,2650.27,481.75,40.4,Medium,0.0
2292.67,2613.5,0.22,2775.48,732.0,0.55,287.29,441.22,2527.1,349.21,39.1,Low,0.0
4879.06,3026.35,0.16,2428.55,674.0,0.16,673.95,880.66,1945.8,1118.68,33.2,Low,1852.71
4181.87,2448.13,0.08,3068.14,649.0,0.42,519.13,354.56,2432.6,1669.32,5.3,Medium,1733.74
2884.27,3415.61,0.2,2739.26,631.0,0.19,672.31,476.4,1632.41,1299.85,10.2,High,0.0
3495.12,3507.61,0.22,1458.28,696.0,0.39,883.06,276.56,1936.52,1349.68,25.3,High,0.0
4297.09,3052.68,0.38,3429.0,666.0,0.4,550.85,611.27,1799.55,982.23,87.9,Medium,1244.41
2827.7,3448.11,0.08,3213.06,713.0,0.2,1095.26,580.23,1962.99,1227.75,27.7,Medium,0.0
5052.02,2074.7,0.25,3762.22,701.0,0.54,518.4,223.21,2629.4,1129.16,86.9,Low,2977.32
3817.1,3217.37,0.06,2967.27,740.0,0.17,583.62,710.1,2033.35,1039.58,63.2,High,599.73
3275.11,3754.08,0.38,1802.11,711.0,0.41,393.83,474.3,1856.35,1065.33,59.8,Low,0.0
3998.27,1418.84,0.19,2897.41,713.0,0.57,665.39,155.41,2350.64,1158.21,33.4,High,2579.43
3173.08,2490.55,0.38,2572.28,658.0,0.27,686.61,725.91,1558.51,1757.89,26.5,Low,682.53
3845.92,4105.88,0.08,3590.66,665.0,0.23,521.66,257.64,2859.74,1404.06,61.4,Low,0.0
4139.21,2260.29,0.31,3141.57,706.0,0.22,20.53,645.42,2843.36,1687.51,19.7,High,1878.92
3469.67,3110.26,0.14,2803.45,682.0,0.37,324.11,140.9,1609.63,311.42,16.7,High,359.41
5461.23,2857.86,0.06,3539.62,773.0,0.3,470.75,599.11,2285.28,1804.51,64.5,High,2603.37
3066.2,2719.13,0.22,2107.1,737.0,0.49,441.31,395.3,2390.33,877.17,67.1,Low,347.07
5312.24,3109.78,0.06,2554.91,741.0,0.6,326.68,684.86,2557.78,1004.41,70.9,High,2202.46
4883.87,3204.05,0.28,3024.87,585.0,0.42,666.53,404.56,2188.93,1934.89,18.2,Low,1679.82
4533.63,2861.93,0.11,2737.91,620.0,0.14,743.08,672.18,1804.01,1127.16,0.1,Medium,1671.7
5002.97,2638.45,0.06,3402.58,689.0,0.39,522.86,807.95,3985.5,1930.57,70.1,Medium,2364.52
5446.06,1940.35,0.3,3573.82,691.0,0.39,701.93,404.45,1984.99,779.18,67.3,Low,3505.71
1394.59,2700.13,0.11,2217.87,705.0,0.36,731.79,445.05,2832.5,1047.74,33.4,Medium,0.0
3443.21,4512.55,0.06,2155.54,721.0,0.21,426.84,659.68,2393.65,1451.83,32.2,High,0.0
2971.84,4285.42,0.27,2372.9,606.0,0.25,624.85,615.97,1617.93,1456.88,46.8,Low,0.0
3076.59,2690.71,0.29,3164.19,764.0,0.43,707.03,327.61,1421.09,921.86,70.9,Low,385.88
2999.61,4736.83,0.09,3268.06,643.0,0.12,575.37,193.82,1924.92,1257.13,63.0,Low,0.0
1649.12,3616.05,0.34,3228.48,645.0,0.46,856.95,408.32,2647.16,2062.87,89.2,High,0.0
3264.57,2994.7,0.33,3207.62,607.0,0.2,1160.63,423.75,1000.0,1624.65,54.1,Low,269.87
3517.89,3736.31,0.17,2623.71,666.0,0.51,266.35,696.63,2232.4,569.37,26.6,Low,0.0
2256.07,2411.77,0.28,2931.69,646.0,0.21,716.82,238.23,2062.59,300.0,79.0,Medium,0.0
5969.4,2768.71,0.29,2899.07,631.0,0.34,570.72,661.0,2641.31,1395.43,14.5,Medium,3200.69
5029.99,3890.02,0.12,2755.79,643.0,0.57,598.04,436.04,2015.3,1047.73,89.7,Low,1139.97
2312.95,3945.06,0.14,3176.74,731.0,0.36,349.9,120.68,2156.2,1000.82,0.6,Medium,0.0
3482.26,3200.29,0.29,2318.06,617.0,0.18,181.27,304.02,1000.0,1299.05,83.6,Low,281.97
3354.24,3694.49,0.25,2493.17,644.0,0.57,792.28,0.0,2872.78,1182.78,28.5,Low,0.0
3480.16,3775.44,0.1,2507.33,639.0,0.1,772.91,358.81,2021.35,1081.34,86.5,Low,0.0
3803.28,3323.07,0.15,2688.57,648.0,0.29,44.63,789.93,2190.84,888.78,37.1,Low,480.21
2521.17,2507.68,0.09,2730.81,567.0,0.27,631.99,745.68,1630.68,1076.93,27.6,Medium,13.49
5866.09,2721.01,0.06,2751.2,703.0,0.17,712.0,607.83,2221.14,1630.53,18.9,Low,3145.08
5258.99,2632.55,0.29,2364.88,640.0,0.41,321.09,770.47,2415.06,1497.26,86.3,Low,2626.44
4067.93,3038.68,0.31,2890.52,636.0,0.14,683.68,626.41,1869.17,1482.5,23.2,Low,1029.25
3914.89,3911.52,0.39,2415.9,623.0,0.52,416.89,440.37,2342.96,830.68,13.5,Low,3.37
4488.85,4399.84,0.39,2360.5,714.0,0.18,809.59,380.14,1474.65,1126.51,87.3,High,89.01
4617.04,3659.12,0.26,2351.05,761.0,0.44,559.62,421.17,2818.8,1062.99,62.4,Medium,957.92
4010.68,2836.56,0.37,2560.79,723.0,0.57,196.92,521.11,2819.13,896.4,20.5,Low,1174.12
6619.89,3812.53,0.05,2364.64,722.0,0.32,514.94,496.0,1881.06,1111.14,46.8,Low,2807.36
4660.54,1098.96,0.25,3032.44,622.0,0.58,215.86,826.63,1092.09,1437.51,97.4,Low,3561.58
2384.25,3799.43,0.39,2713.04,787.0,0.14,549.54,803.81,2437.97,1393.45,7.3,High,0.0
3286.94,3863.16,0.4,3306.71,779.0,0.31,437.4,421.16,1889.4,1239.94,78.9,Medium,0.0
4244.86,3184.46,0.29,2181.0,587.0,0.32,735.04,158.55,1109.36,1236.41,72.7,High,1060.4
3007.28,1754.01,0.19,2070.83,644.0,0.36,396.32,610.92,1000.0,1489.76,37.9,Medium,1253.27
3022.18,3194.35,0.26,3488.37,670.0,0.43,490.28,218.12,1886.59,1526.66,69.6,Low,0.0
3917.15,3508.59,0.27,2791.3,607.0,0.19,401.86,557.54,2129.82,1298.92,70.5,Medium,408.56
2020.14,2332.49,0.33,2101.46,648.0,0.39,503.84,505.9,1988.27,1151.33,31.0,Medium,0.0
4331.97,2657.92,0.23,3543.98,710.0,0.35,336.06,710.67,2073.34,1332.97,99.5,Medium,1674.05
5027.23,2414.2,0.19,2370.73,654.0,0.47,799.65,340.38,1000.0,1245.73,31.0,High,2613.03
3643.48,2570.2,0.26,3177.48,748.0,0.57,611.68,225.58,1338.37,1428.13,32.3,Low,1073.28
4326.45,4967.23,0.3,3077.25,729.0,0.13,353.56,818.72,2351.97,1182.53,42.8,Low,0.0
2067.72,2710.95,0.12,3783.45,622.0,0.2,250.13,320.48,1666.2,1425.06,97.5,Medium,0.0
3496.37,3863.84,0.19,2388.69,608.0,0.25,736.24,268.18,2028.19,1415.05,65.7,Low,0.0
4095.6,3810.03,0.14,3334.69,707.0,0.24,554.72,317.75,2565.47,1677.34,38.3,Medium,285.57
3574.03,2144.65,0.11,3056.15,704.0,0.54,472.59,57.12,3090.79,1458.91,38.4,Medium,1429.38
2808.94,3056.73,0.13,2812.41,684.0,0.45,392.4,388.82,2193.13,671.01,45.6,High,0.0
2963.77,3715.67,0.24,3239.8,631.0,0.45,445.48,129.8,1851.71,1325.53,37.7,Low,0.0
2534.09,2596.83,0.35,2561.79,664.0,0.33,799.93,429.81,1461.85,742.35,42.0,High,0.0
2746.43,2782.97,0.11,3347.0,674.0,0.24,493.07,755.72,1098.13,465.26,67.7,Low,0.0
3976.21,2736.73,0.08,2872.86,692.0,0.31,508.76,682.41,2494.57,1374.23,54.0,High,1239.48
5293.22,2753.24,0.09,2937.19,847.0,0.43,496.95,480.16,1226.44,1405.38,30.1,Low,2539.98
4848.26,3714.85,0.19,2898.64,777.0,0.58,607.89,400.05,2770.88,1308.16,1.6,Medium,1133.41
2878.18,3645.56,0.37,1598.06,656.0,0.23,519.37,340.74,1385.69,1506.68,31.0,Low,0.0
3067.71,3713.18,0.24,2657.7,666.0,0.35,718.05,475.02,1512.35,1579.1,3.2,Low,0.0
6707.56,1816.45,0.1,1706.52,699.0,0.25,675.57,341.93,1120.12,1776.29,80.2,Low,4891.11
5047.92,2324.62,0.05,1805.49,699.0,0.43,130.35,445.59,2599.11,1128.15,77.0,Low,2723.3
2851.45,1496.69,0.08,3386.92,645.0,0.41,770.34,550.0,1246.02,1138.71,23.2,Medium,1354.76
3697.69,1940.3,0.2,2451.8,738.0,0.47,363.1,493.48,2305.3,808.21,19.5,High,1757.39
3337.46,3217.08,0.11,3114.39,655.0,0.11,409.77,893.65,2662.82,704.5,86.9,Medium,120.38
4633.39,2550.73,0.4,2841.49,658.0,0.45,712.69,844.85,1887.72,1721.65,85.0,Low,2082.66
4073.05,3469.8,0.29,3029.37,615.0,0.32,467.51,991.51,2776.83,772.07,23.5,Low,603.25
4229.99,3358.25,0.22,2892.49,745.0,0.32,447.78,181.94,2998.52,909.15,98.3,Medium,871.74
3875.22,2333.25,0.22,3223.4,702.0,0.57,632.06,736.18,2802.01,1465.31,53.9,Medium,1541.97
1614.72,2933.36,0.15,2805.56,714.0,0.26,350.78,682.9,1868.0,1024.71,48.0,Medium,0.0
6471.53,2312.55,0.24,3434.23,688.0,0.21,607.48,336.47,2195.39,1056.24,15.1,Low,4158.98
4064.91,2974.73,0.37,2656.61,681.0,0.4,244.79,595.35,2577.54,1864.47,98.0,Medium,1090.18
4153.46,2379.73,0.11,2829.91,688.0,0.44,545.3,733.31,1630.62,903.09,14.5,Low,1773.73
4085.13,3709.59,0.14,3127.78,608.0,0.46,464.2,263.63,2501.95,1501.33,99.0,Low,375.54
3348.85,3000.73,0.31,2887.71,721.0,0.6,380.74,1020.01,1072.4,1172.87,36.5,Medium,348.12
4614.66,4071.72,0.34,2531.7,729.0,0.33,772.85,398.07,1825.02,1172.22,75.2,High,542.94
3227.28,3351.54,0.32,2828.91,754.0,0.35,833.5,338.73,1000.0,1603.41,63.8,High,0.0
4711.02,3160.8,0.09,2591.07,680.0,0.27,503.98,494.19,2342.62,1734.54,62.7,Medium,1550.22
4301.38,1671.02,0.15,2845.22,760.0,0.53,825.8,541.16,1545.27,1495.34,49.2,Low,2630.36
4766.74,2244.08,0.33,3137.3,743.0,0.45,688.97,758.13,2056.48,1110.62,26.6,High,2522.66
4389.62,1513.48,0.4,2693.28,644.0,0.23,488.27,404.91,2265.3,901.46,86.1,Low,2876.14
4546.92,3494.64,0.11,2730.19,573.0,0.5,489.36,339.82,1823.65,752.01,9.1,Low,1052.28
5103.96,2071.57,0.3,2494.09,656.0,0.3,489.04,520.2,2626.66,821.44,42.8,Low,3032.39
4053.47,4006.81,0.14,2391.93,622.0,0.31,491.23,337.57,1820.37,1588.74,86.0,Low,46.66
2997.24,3451.1,0.12,3040.04,675.0,0.28,701.31,731.41,1604.62,1881.66,79.5,Medium,0.0
3379.99,3446.95,0.28,2849.9,696.0,0.39,458.86,843.21,3100.23,1596.99,13.3,Medium,0.0
3083.05,4311.23,0.08,3384.32,695.0,0.32,362.5,477.98,3487.11,1491.89,38.8,Low,0.0
3363.59,2688.39,0.24,2058.94,765.0,0.59,285.74,417.44,1883.79,804.19,25.2,High,675.2
4052.79,2859.19,0.08,2786.93,613.0,0.15,108.61,523.94,1458.48,1214.6,57.5,Low,1193.6
4374.68,3464.74,0.31,3000.42,663.0,0.45,618.71,527.65,3431.66,2009.45,17.8,Low,909.94
3676.37,1911.12,0.3,2559.83,703.0,0.44,920.41,595.16,3313.32,777.98,21.3,High,1765.25
4695.57,2806.19,0.1,2240.5,715.0,0.54,336.8,542.15,1000.0,1370.82,69.9,Low,1889.38
3905.77,2526.37,0.17,2404.92,689.0,0.57,462.02,377.21,1881.05,644.21,33.9,Low,1379.4
5735.6,2579.09,0.31,2028.29,639.0,0.16,495.69,589.82,1953.59,1698.23,93.9,High,3156.51
4430.2,3398.7,0.22,2466.19,657.0,0.1,483.05,304.14,2316.95,1843.11,36.5,High,1031.5
3313.54,4702.81,0.32,3501.48,607.0,0.3,548.36,798.3,2482.27,720.25,86.5,Low,0.0
4058.03,3926.13,0.15,3108.49,603.0,0.13,210.2,273.96,2237.88,1484.82,33.8,High,131.9
3643.13,3477.74,0.09,3045.19,617.0,0.46,0.0,706.59,2620.51,936.37,83.9,Low,165.39
2099.6,4208.1,0.29,4038.47,696.0,0.42,151.14,621.52,2255.84,917.56,38.4,Low,0.0
3494.72,3054.29,0.13,2364.0,663.0,0.31,314.63,451.45,2851.1,907.7,88.2,Medium,440.43
3887.49,1896.1,0.39,2912.79,727.0,0.53,520.56,285.37,2002.62,843.75,15.4,High,1991.39
3751.52,2984.54,0.19,2719.39,629.0,0.58,421.5,496.63,2406.76,1327.49,35.2,Medium,766.98
5075.96,1993.4,0.24,3256.95,690.0,0.59,586.24,602.5,1862.87,539.61,7.5,Low,3082.56
3294.98,3410.53,0.28,2859.43,757.0,0.51,436.89,280.83,2369.41,1498.07,56.1,Low,0.0
2298.41,3206.4,0.05,1981.61,694.0,0.38,536.02,343.67,2791.09,1752.5,59.5,Medium,0.0
4675.74,3354.49,0.37,2828.38,678.0,0.43,541.6,200.81,1807.27,845.1,1.5,Low,1321.25
4056.35,2356.37,0.08,2768.56,691.0,0.36,435.63,571.46,3160.19,911.9,30.2,Medium,1699.98
4685.76,2810.71,0.34,3239.07,649.0,0.12,598.9,394.6,3227.63,1439.28,32.0,Low,1875.05
4977.35,2036.96,0.29,3143.3,753.0,0.6,349.66,294.19,2990.21,757.51,33.0,Medium,2940.39
4273.35,1621.95,0.32,3404.88,608.0,0.46,313.75,710.46,2483.29,1698.83,57.1,Medium,2651.4
3494.96,3407.34,0.15,3847.28,789.0,0.14,339.48,475.89,2342.17,971.1,3.8,Low,87.62
4543.78,2845.01,0.29,2970.76,601.0,0.29,822.61,267.11,3045.19,1787.76,67.9,High,1698.77
