age,gender,education_level,job_title,monthly_income_usd,credit_score
23,Female,Bachelor,Engineer,982.3,743
57,Female,Bachelor,Engineer,7025.36,373
55,Male,Bachelor,Manager,4272.55,320
65,Female,High School,Engineer,6086.97,526
32,Male,PhD,Engineer,5030.24,603
62,Female,Master,Manager,2028.55,503
58,Male,High School,Driver,3062.05,386
24,Male,PhD,Unemployed,5347.3,387
34,Female,Master,Engineer,1805.44,441
65,Male,High School,Manager,2950.68,451
24,Female,Master,Doctor,6762.95,776
61,Female,Bachelor,Unemployed,4269.58,723
22,Male,Master,Unemployed,3600.97,666
41,Male,High School,Accountant,8483.28,588
60,Female,High School,Manager,5052.76,800
47,Female,Master,Manager,3280.76,691
56,Female,Master,Doctor,3856.72,604
66,Male,Master,Driver,3401.27,783
50,Female,PhD,Teacher,5631.24,492
42,Female,Bachelor,Manager,3522.3,340
38,Female,Bachelor,Engineer,3967.83,550
56,Female,Bachelor,Salesperson,2569.86,574
54,Male,Bachelor,Manager,1690.09,408
33,Female,Master,Manager,4683.94,519
37,Male,Master,Teacher,500.0,684
38,Female,Master,Manager,1680.15,803
43,Female,High School,Doctor,1907.72,667
19,Female,Bachelor,Student,4280.87,343
69,Male,High School,Student,1804.85,359
36,Female,Bachelor,Teacher,4414.89,587
57,Male,High School,Engineer,5139.26,791
49,Female,Bachelor,Teacher,2790.14,609
69,Male,Master,Doctor,4539.04,448
33,Female,Other,Engineer,2812.63,817
45,Male,Bachelor,Teacher,8442.28,417
37,Female,Bachelor,Teacher,2549.83,763
33,Male,Master,Accountant,2946.09,537
30,Female,Bachelor,Teacher,6703.21,740
21,Male,Bachelor,Accountant,1110.05,332
33,Male,Master,Engineer,4118.56,728
18,Female,High School,Teacher,3809.89,387
64,Male,Master,Driver,2896.24,656
44,Female,Master,Student,5545.77,844
68,Male,Master,Driver,3850.14,771
31,Male,Master,Driver,1776.89,643
36,Male,Master,Manager,4610.92,587
35,Male,Bachelor,Teacher,4743.51,509
26,Female,Bachelor,Engineer,4150.44,428
47,Female,Bachelor,Unemployed,1911.5,606
56,Male,Bachelor,Student,3902.79,495
23,Female,Bachelor,Salesperson,5080.81,373
39,Female,PhD,Accountant,6577.56,746
32,Female,Master,Driver,3512.59,546
25,Male,High School,Unemployed,6322.14,466
69,Other,High School,Doctor,7934.19,368
54,Male,Bachelor,Unemployed,4324.35,649
50,Male,Bachelor,Student,3120.48,372
40,Male,PhD,Doctor,2221.79,807
40,Male,Bachelor,Teacher,5275.54,661
62,Male,High School,Engineer,1973.22,579
38,Male,Bachelor,Engineer,1442.14,375
34,Male,PhD,Doctor,5764.05,543
48,Female,High School,Student,2293.51,354
45,Male,Other,Accountant,5238.21,585
67,Other,Bachelor,Engineer,4702.61,655
64,Female,Master,Accountant,3360.84,622
69,Female,High School,Student,7004.94,805
62,Female,Master,Student,4917.85,625
40,Female,Master,Engineer,4996.97,599
69,Male,Master,Accountant,5810.17,806
32,Male,High School,Teacher,2920.78,577
26,Female,Master,Teacher,3873.52,510
39,Female,Bachelor,Engineer,2870.22,822
44,Female,Bachelor,Engineer,1470.1,827
41,Male,Master,Student,1410.95,416
51,Male,Other,Teacher,2777.07,403
67,Male,Other,Engineer,2101.34,625
61,Female,Bachelor,Student,2475.92,581
57,Female,Bachelor,Accountant,2626.11,828
65,Female,Bachelor,Teacher,5181.46,443
62,Male,Bachelor,Driver,4483.02,652
41,Female,Bachelor,Student,3571.05,776
31,Male,Master,Doctor,2575.43,646
40,Male,High School,Doctor,8185.42,595
26,Male,Bachelor,Unemployed,1366.23,781
49,Male,Other,Driver,2700.34,363
58,Male,Bachelor,Engineer,2329.35,360
62,Male,Bachelor,Student,4687.73,383
40,Male,Other,Salesperson,4506.38,548
49,Male,Bachelor,Student,2164.63,639
49,Female,Master,Engineer,5449.52,520
24,Male,Bachelor,Driver,500.0,780
20,Female,Bachelor,Student,4200.01,524
48,Female,Bachelor,Salesperson,5899.28,650
63,Female,Bachelor,Salesperson,500.0,363
41,Female,High School,Engineer,2684.02,811
28,Male,Bachelor,Accountant,809.27,460
46,Male,High School,Unemployed,3455.58,546
54,Female,Master,Teacher,3743.98,491
67,Female,Master,Driver,4046.92,810
48,Male,Master,Doctor,5059.29,402
24,Male,Bachelor,Student,6179.41,465
28,Female,Bachelor,Student,1975.06,323
47,Male,Master,Salesperson,3705.77,665
55,Male,Bachelor,Unemployed,5066.99,616
32,Female,High School,Driver,5699.98,693
36,Female,Master,Driver,4456.88,369
35,Female,Master,Driver,1452.27,650
22,Male,High School,Manager,4489.69,427
24,Male,Master,Teacher,3106.58,506
37,Male,Master,Engineer,4001.52,491
56,Male,Bachelor,Unemployed,5841.12,758
45,Female,Bachelor,Doctor,3873.42,733
67,Male,Master,Teacher,5127.34,713
24,Female,Master,Accountant,7546.57,430
45,Female,High School,Salesperson,4453.18,608
66,Female,Bachelor,Manager,4814.49,719
20,Male,Bachelor,Unemployed,6001.47,478
54,Female,Bachelor,Engineer,836.28,404
47,Male,High School,Doctor,1366.98,612
67,Male,High School,Accountant,7954.95,588
40,Female,Master,Doctor,2465.97,376
36,Male,Bachelor,Student,5482.5,656
64,Female,Bachelor,Driver,5428.77,825
24,Male,Master,Student,1450.56,756
40,Female,Master,Accountant,2308.2,746
60,Female,Master,Salesperson,5328.91,697
48,Female,Master,Manager,2748.35,782
38,Female,Bachelor,Teacher,5442.26,419
26,Male,High School,Unemployed,8314.25,733
57,Female,Bachelor,Accountant,3870.9,798
18,Male,Bachelor,Unemployed,500.0,338
52,Male,Bachelor,Engineer,3927.81,631
28,Female,Bachelor,Driver,5422.17,491
37,Male,Master,Doctor,1628.7,420
69,Female,Bachelor,Teacher,5064.18,441
36,Male,Master,Engineer,4692.49,724
25,Other,Bachelor,Salesperson,549.12,378
65,Female,Bachelor,Accountant,6658.47,412
47,Female,PhD,Accountant,5253.28,785
56,Male,Bachelor,Engineer,6738.71,475
24,Male,Other,Salesperson,2168.93,738
59,Female,Master,Teacher,4105.15,766
49,Female,Master,Unemployed,2633.21,619
34,Male,Master,Engineer,500.0,772
39,Male,Bachelor,Accountant,2511.82,412
41,Male,Master,Salesperson,3559.88,545
57,Female,Master,Manager,3245.47,537
48,Male,Master,Student,8735.59,768
65,Female,Master,Doctor,633.83,793
44,Female,Master,Engineer,3610.16,551
29,Male,Other,Engineer,8402.84,324
47,Female,High School,Accountant,6800.21,659
24,Other,Bachelor,Accountant,2284.97,660
64,Male,Bachelor,Teacher,3116.25,592
19,Female,High School,Accountant,3810.95,815
53,Other,Bachelor,Driver,4684.32,797
38,Male,Bachelor,Teacher,2217.19,373
27,Male,Master,Doctor,500.0,379
49,Female,High School,Unemployed,2379.33,624
58,Female,Master,Engineer,6630.09,591
50,Female,Bachelor,Accountant,7805.26,812
50,Male,Bachelor,Doctor,5203.67,712
29,Male,High School,Doctor,4934.71,697
48,Male,Bachelor,Driver,776.61,414
51,Female,Bachelor,Doctor,6477.75,484
30,Male,Bachelor,Driver,3106.41,679
65,Female,Bachelor,Salesperson,3344.15,842
69,Female,High School,Doctor,2763.61,368
50,Female,Master,Salesperson,1873.27,377
31,Female,Master,Driver,4004.54,664
27,Female,High School,Unemployed,500.0,363
48,Male,High School,Teacher,3887.19,729
36,Female,Master,Salesperson,5343.74,635
48,Female,Master,Doctor,5461.57,461
32,Female,Bachelor,Unemployed,1908.68,754
37,Female,Master,Accountant,3481.35,506
29,Female,High School,Accountant,6136.82,307
42,Female,Master,Driver,5188.36,725
38,Male,High School,Accountant,6817.57,421
19,Male,Master,Student,6031.1,312
32,Male,Master,Salesperson,5527.78,707
36,Male,High School,Accountant,6652.0,766
58,Female,High School,Manager,2521.2,618
19,Female,Bachelor,Engineer,1500.9,421
61,Male,Bachelor,Manager,4368.41,688
40,Female,High School,Student,5026.1,560
47,Male,High School,Engineer,4353.29,842
62,Male,Bachelor,Unemployed,4074.24,352
26,Female,Bachelor,Student,1533.41,461
64,Female,Bachelor,Engineer,500.0,719
62,Female,Master,Doctor,500.0,489
27,Female,Master,Salesperson,4364.85,370
55,Female,High School,Doctor,3772.36,374
36,Other,Bachelor,Salesperson,5353.01,524
35,Male,Bachelor,Unemployed,2216.34,773
65,Male,Master,Accountant,1875.87,355
52,Male,Other,Unemployed,3529.82,367
67,Male,High School,Driver,4558.58,486
18,Male,Bachelor,Accountant,4365.44,724
23,Female,PhD,Accountant,7594.06,650
43,Female,High School,Engineer,6616.63,704
27,Male,Bachelor,Teacher,4317.04,384
21,Female,Bachelor,Accountant,3593.73,677
54,Female,Bachelor,Engineer,4910.85,400
61,Male,Bachelor,Teacher,4890.88,360
51,Male,Other,Salesperson,5934.34,728
52,Female,Master,Student,1764.5,392
58,Female,Master,Manager,5809.94,408
61,Male,High School,Doctor,4124.23,592
24,Male,Master,Unemployed,4654.42,471
48,Male,Bachelor,Manager,3400.86,718
56,Male,Bachelor,Salesperson,5729.82,338
25,Male,Master,Teacher,1992.91,417
60,Male,Master,Engineer,4487.79,790
54,Female,Master,Driver,3585.46,301
62,Male,Other,Teacher,4441.39,796
53,Male,Master,Driver,5648.01,344
65,Female,Bachelor,Student,1579.14,751
23,Male,Master,Unemployed,2443.95,471
41,Female,Bachelor,Doctor,500.0,311
20,Female,Bachelor,Student,8715.58,474
40,Male,Bachelor,Student,6274.11,845
46,Male,Master,Manager,514.1,534
55,Female,High School,Unemployed,5952.43,510
62,Female,Master,Driver,500.0,702
67,Male,Bachelor,Manager,5501.5,567
18,Female,Bachelor,Salesperson,3283.51,302
66,Male,High School,Manager,4076.79,359
68,Male,Bachelor,Engineer,8005.38,485
48,Male,High School,Driver,3061.24,743
47,Male,Bachelor,Unemployed,500.0,504
42,Female,Master,Engineer,2659.33,425
38,Male,Bachelor,Driver,500.0,581
55,Male,High School,Unemployed,1348.39,767
51,Male,Bachelor,Accountant,5367.18,776
64,Female,Master,Driver,871.58,743
66,Male,Bachelor,Manager,3433.37,491
56,Female,Bachelor,Driver,3306.95,590
19,Male,Bachelor,Unemployed,2472.52,725
34,Female,High School,Manager,6497.09,491
35,Male,Master,Engineer,657.05,670
56,Other,Master,Driver,4365.55,577
46,Female,Bachelor,Manager,6317.98,836
37,Male,Bachelor,Manager,4789.5,751
41,Female,Other,Salesperson,5057.44,522
27,Male,Bachelor,Doctor,4460.14,332
33,Female,Master,Doctor,4700.08,317
48,Female,Bachelor,Salesperson,5054.77,644
18,Female,Bachelor,Teacher,6045.72,502
56,Female,High School,Salesperson,4825.57,313
56,Male,Bachelor,Unemployed,7105.5,745
23,Male,Bachelor,Manager,6471.56,572
22,Female,Master,Driver,2969.25,301
61,Male,Master,Student,2288.86,533
35,Male,Bachelor,Doctor,1830.74,826
37,Male,Master,Engineer,5798.29,399
18,Female,Bachelor,Manager,7933.57,572
32,Female,Bachelor,Doctor,4766.64,482
45,Female,Bachelor,Teacher,3878.14,443
58,Female,Bachelor,Salesperson,2863.17,439
25,Female,Master,Engineer,5500.76,456
59,Male,Bachelor,Manager,2818.32,716
66,Male,Bachelor,Driver,2830.33,363
37,Female,PhD,Manager,6209.11,671
66,Male,High School,Accountant,5797.71,769
20,Male,Bachelor,Engineer,2793.37,633
58,Male,Master,Engineer,3757.77,377
67,Male,Bachelor,Student,3322.46,406
22,Male,Master,Unemployed,2465.27,469
44,Male,Master,Salesperson,2169.64,330
52,Female,Master,Driver,3686.97,449
60,Female,PhD,Engineer,2102.49,501
65,Female,Bachelor,Accountant,2040.77,479
34,Female,Bachelor,Teacher,2871.07,755
56,Female,High School,Accountant,815.94,479
54,Male,Master,Engineer,5725.15,537
55,Male,Bachelor,Teacher,1890.11,757
69,Female,Master,Driver,5046.62,570
55,Female,Bachelor,Engineer,5223.41,423
36,Female,Master,Teacher,5955.34,771
46,Female,Master,Engineer,4499.52,527
68,Other,PhD,Driver,2708.63,661
65,Male,Bachelor,Unemployed,4017.61,672
50,Female,High School,Engineer,2624.2,654
26,Female,PhD,Unemployed,7804.08,648
54,Female,High School,Salesperson,6286.25,493
32,Male,High School,Teacher,4964.7,674
51,Female,Bachelor,Driver,5654.41,308
46,Female,Bachelor,Unemployed,6858.5,314
41,Male,Bachelor,Manager,2146.34,391
66,Female,PhD,Manager,1415.82,401
50,Male,Bachelor,Driver,4605.57,495
34,Male,Master,Teacher,7302.68,429
64,Female,Master,Teacher,4207.35,555
34,Male,Bachelor,Manager,2700.68,320
56,Male,Bachelor,Manager,2202.96,743
43,Male,Master,Student,3078.43,309
28,Male,Bachelor,Driver,3121.47,359
38,Female,Bachelor,Teacher,3002.45,477
31,Female,Bachelor,Driver,3698.48,330
31,Male,Master,Teacher,4433.59,427
60,Male,High School,Manager,6230.44,590
56,Male,PhD,Engineer,3168.8,320
39,Male,Master,Manager,3293.79,322
39,Male,High School,Manager,5993.77,362
28,Female,Master,Student,5762.06,656
49,Female,Bachelor,Salesperson,1324.7,315
20,Female,Other,Accountant,3647.75,657
29,Male,Master,Unemployed,1060.69,694
34,Female,Master,Unemployed,4831.82,300
19,Female,Master,Accountant,4056.51,821
39,Male,High School,Student,5026.06,594
33,Female,Master,Driver,4033.91,321
54,Female,Bachelor,Driver,5452.68,414
34,Male,High School,Unemployed,882.74,645
21,Female,Bachelor,Accountant,500.0,321
68,Female,Bachelor,Salesperson,1317.93,824
37,Male,Bachelor,Manager,4370.6,608
47,Female,PhD,Teacher,6096.76,479
64,Male,PhD,Teacher,500.0,448
58,Female,Master,Unemployed,4628.33,718
39,Female,High School,Teacher,3633.72,391
66,Female,High School,Accountant,1566.04,353
38,Female,High School,Salesperson,3084.5,692
31,Male,Master,Salesperson,2094.27,512
58,Male,Bachelor,Unemployed,5059.81,517
44,Male,High School,Teacher,2053.28,603
50,Male,Bachelor,Engineer,2305.12,546
64,Female,Bachelor,Engineer,6898.17,650
37,Male,Other,Doctor,3323.09,612
45,Male,High School,Student,4828.93,570
49,Male,Master,Unemployed,3811.5,746
61,Female,Bachelor,Doctor,1380.58,523
41,Male,Bachelor,Engineer,4183.84,691
31,Male,Bachelor,Accountant,6287.67,327
60,Male,Other,Engineer,3119.8,779
35,Female,Bachelor,Teacher,4246.91,422
50,Male,Bachelor,Teacher,5357.03,585
30,Female,Master,Salesperson,5176.34,453
32,Male,High School,Engineer,4322.08,683
32,Female,High School,Teacher,4200.57,548
29,Male,Bachelor,Teacher,4867.31,334
50,Other,Bachelor,Unemployed,3524.75,516
34,Female,High School,Teacher,4958.98,826
38,Female,Bachelor,Unemployed,3783.72,810
34,Male,Bachelor,Salesperson,5516.26,610
35,Male,Bachelor,Engineer,3310.16,392
43,Female,PhD,Student,3823.05,562
18,Male,Master,Manager,3088.84,665
67,Other,Master,Student,1557.19,788
30,Male,Other,Teacher,2995.43,558
21,Female,Master,Engineer,2857.47,819
67,Female,High School,Doctor,4840.88,552
30,Male,Master,Driver,2698.59,348
68,Female,Master,Teacher,6352.92,368
39,Female,Master,Unemployed,848.82,373
19,Male,High School,Doctor,837.17,789
49,Male,High School,Unemployed,4080.02,418
35,Female,Master,Teacher,6189.22,629
40,Female,Master,Doctor,6412.82,397
36,Female,Bachelor,Manager,6483.38,723
36,Female,High School,Driver,3634.24,413
29,Male,Bachelor,Driver,3232.77,491
21,Male,Bachelor,Teacher,500.0,407
34,Female,Bachelor,Manager,5174.85,520
55,Female,Bachelor,Driver,10958.83,436
19,Male,Master,Salesperson,1495.15,408
57,Male,Bachelor,Salesperson,4597.59,735
36,Male,Bachelor,Driver,4838.94,598
66,Female,High School,Manager,4789.13,775
34,Male,Bachelor,Teacher,4174.4,549
64,Male,High School,Unemployed,4288.87,804
56,Female,Master,Teacher,5347.5,458
25,Male,Other,Unemployed,2164.63,317
27,Female,Master,Student,5594.14,465
28,Female,Master,Salesperson,4523.98,518
59,Male,Master,Teacher,5485.67,592
64,Female,Master,Doctor,5605.98,435
48,Female,High School,Salesperson,3935.41,364
60,Male,Master,Salesperson,1234.55,617
57,Female,Bachelor,Doctor,8767.1,596
37,Other,Bachelor,Accountant,7232.76,425
59,Female,High School,Doctor,2310.2,807
56,Male,Master,Teacher,4564.2,840
48,Male,Bachelor,Unemployed,4573.03,312
45,Male,Master,Student,3406.94,804
22,Male,Bachelor,Accountant,1639.27,479
62,Male,Bachelor,Driver,734.17,722
45,Female,Bachelor,Manager,3025.7,558
45,Male,Bachelor,Salesperson,3443.1,508
55,Male,Bachelor,Manager,5458.98,759
33,Female,High School,Driver,3865.62,391
55,Male,Master,Salesperson,4374.88,664
37,Male,Master,Driver,6204.23,455
67,Male,Bachelor,Engineer,2052.54,633
58,Female,High School,Doctor,1831.28,381
61,Female,Master,Driver,3036.62,495
47,Female,High School,Driver,6816.31,473
18,Female,High School,Driver,3350.89,684
47,Female,High School,Doctor,5341.29,411
26,Female,Bachelor,Manager,2163.46,596
37,Male,Bachelor,Doctor,5911.26,820
53,Female,PhD,Salesperson,1751.65,572
21,Male,High School,Accountant,2661.53,812
51,Male,Bachelor,Engineer,5092.44,726
66,Male,High School,Driver,500.0,455
19,Male,Bachelor,Student,633.78,660
41,Female,Master,Teacher,5531.19,630
35,Male,High School,Student,2995.32,602
37,Male,Bachelor,Doctor,3330.99,800
46,Female,Bachelor,Teacher,3829.18,804
24,Male,Bachelor,Engineer,3795.32,810
24,Female,Master,Driver,5214.76,467
51,Male,Master,Accountant,3123.22,670
60,Male,High School,Manager,2558.95,601
31,Male,High School,Accountant,4452.86,656
51,Male,Master,Accountant,4503.07,622
52,Male,High School,Teacher,4271.48,558
50,Female,Bachelor,Doctor,7114.58,625
22,Other,Bachelor,Doctor,2503.25,820
64,Female,High School,Doctor,7030.65,534
42,Female,Bachelor,Student,6294.92,399
55,Male,High School,Salesperson,2650.89,791
19,Female,Bachelor,Student,4856.94,554
56,Female,Master,Unemployed,2769.05,641
19,Male,Bachelor,Student,5448.87,693
40,Female,Bachelor,Teacher,3673.1,441
54,Female,Bachelor,Salesperson,4349.89,424
58,Female,Bachelor,Teacher,676.42,660
28,Female,Master,Manager,5147.21,662
37,Male,PhD,Doctor,1524.22,488
62,Male,High School,Student,2697.08,460
32,Male,Bachelor,Doctor,4466.45,776
27,Male,Master,Student,1931.76,814
58,Female,Bachelor,Accountant,5870.88,394
28,Female,High School,Unemployed,3604.2,675
66,Female,Bachelor,Driver,2397.53,533
41,Male,Other,Student,5322.47,829
28,Female,Master,Unemployed,3217.49,834
69,Male,PhD,Accountant,4473.58,385
18,Female,High School,Manager,3777.73,317
40,Female,Bachelor,Student,4041.89,342
65,Female,Bachelor,Teacher,4738.21,680
36,Female,PhD,Driver,4801.56,790
24,Male,Master,Salesperson,1654.01,759
48,Male,High School,Student,2681.52,587
64,Female,Bachelor,Doctor,4206.01,721
31,Female,High School,Salesperson,2463.88,396
18,Male,Bachelor,Unemployed,4487.85,655
28,Female,Master,Accountant,4309.56,502
48,Other,Bachelor,Doctor,785.89,463
25,Female,Bachelor,Manager,2638.65,411
27,Other,High School,Teacher,3124.37,681
63,Male,PhD,Doctor,3782.85,637
26,Female,PhD,Unemployed,3496.12,594
37,Male,Master,Teacher,3708.11,539
67,Female,Other,Unemployed,2649.03,336
55,Female,Bachelor,Engineer,5449.69,798
42,Female,Master,Unemployed,3889.07,431
63,Male,Bachelor,Student,5965.24,727
37,Male,Bachelor,Doctor,7459.62,801
64,Female,Bachelor,Teacher,2691.01,401
67,Male,High School,Manager,5950.26,347
31,Male,Bachelor,Teacher,5130.11,533
48,Male,Bachelor,Driver,5226.13,648
68,Male,Master,Accountant,2904.08,749
58,Female,Bachelor,Driver,4404.36,621
68,Male,Master,Teacher,2854.78,635
46,Female,Bachelor,Driver,2756.42,623
51,Female,High School,Manager,5317.78,499
49,Other,High School,Teacher,5453.56,594
39,Male,Master,Driver,3559.18,613
55,Male,High School,Salesperson,4751.86,786
31,Male,Master,Salesperson,2687.47,780
22,Male,High School,Engineer,4586.7,310
59,Male,Bachelor,Engineer,2232.49,492
20,Female,Bachelor,Manager,6650.9,302
39,Male,Master,Doctor,7139.09,435
42,Male,Master,Doctor,4413.25,381
29,Male,High School,Unemployed,2618.18,494
62,Female,Master,Doctor,3708.44,735
22,Female,Master,Driver,3606.0,390
47,Female,Bachelor,Engineer,1834.67,473
23,Female,Master,Unemployed,4884.05,805
31,Other,Bachelor,Student,4596.45,787
59,Female,Master,Driver,2115.43,619
67,Female,High School,Unemployed,5549.66,690
36,Male,Master,Accountant,1720.96,620
68,Female,Bachelor,Unemployed,7733.45,667
40,Male,Master,Engineer,3706.59,359
38,Male,High School,Doctor,3504.28,389
40,Female,Bachelor,Teacher,3685.2,538
50,Female,Bachelor,Driver,6020.56,418
27,Female,High School,Engineer,3498.41,705
33,Male,Bachelor,Accountant,4108.99,707
36,Male,High School,Engineer,4753.11,586
26,Male,Bachelor,Manager,3132.61,475
44,Female,Bachelor,Salesperson,3568.43,541
59,Male,Bachelor,Unemployed,5415.84,791
44,Female,Bachelor,Student,3740.0,374
50,Male,PhD,Driver,1902.84,787
68,Male,PhD,Doctor,3270.02,654
25,Female,Other,Accountant,3990.6,521
49,Female,High School,Engineer,3782.43,785
