Customer_ID,Age,Gender,Country,Education,Occupation,Marital_Status,Monthly_Income,Other_Income,Income_Source,Monthly_Expenses,Monthly_Savings,Emergency_Fund,Savings_Rate,Loan_Amount,Monthly_Loan_Payment,Debt_to_Income_Ratio,Bank_Balance,Mobile_Money_Balance,Number_of_Transactions,Cash_In,Cash_Out,Transfers,Airtime_Purchases,Business_Type,Monthly_Revenue,Monthly_Profit,Supplier_Payments,Invoice_Value,POS_Sales,Investment_Type,Investment_Value,Monthly_Return,Financial_Literacy_Score,Spending_Discipline,Risk_Tolerance,Saving_Consistency,Financial_Goal,Financial_Health_Score,Funding_Readiness,Investment_Readiness,Loan_Default_Risk,Predicted_Savings_12_Months,Predicted_Business_Growth,Budget_Recommendation,Loan_Eligibility,Recommended_Investment,Financial_Risk_Level
2287,51,M,Kenya,Bachelor,Civil Servant,Married,1498741,12840,Mixed,582009,420763,729804,0.28,1376853,41305,0.03,1314565,82335,185,876827,252111,243,38955,ICT,1296107,226185,1635511,1635977,847873,Savings,454146,19134.29,26,30,Medium,64,Education,30.9,Not Ready,Not Ready,Low,5401972,5.1,Healthy,Decline,Stocks,High
2288,38,F,Kenya,Primary,Teacher,Married,807110,230114,Business,569351,304805,586239,0.29,1447544,43426,0.04,304068,449641,194,167526,17189,127,10497,Retail,4585998,1073251,734112,862265,2257643,Treasury Bills,350337,9001.59,69,21,Medium,45,Retirement,38.4,Not Ready,Not Ready,Low,4070702,18.0,Healthy,Decline,Mutual Fund,High
2289,59,M,South Africa,Diploma,Nurse,Married,1392650,75073,Business,654579,540597,337937,0.37,215082,6452,0.0,326407,416495,113,188530,576396,183,18662,Retail,1527332,302337,713947,1885619,1328430,Treasury Bills,2630225,83575.68,46,61,High,89,Education,48.4,Not Ready,Not Ready,Low,6973551,3.9,Healthy,Decline,Stocks,High
2290,48,F,Uganda,Bachelor,Civil Servant,Married,354328,282732,Salary,254262,137597,24863,0.22,294766,8842,0.01,1759358,40740,196,590205,94649,45,19722,Retail,2909551,225442,1589352,1607039,1276680,Treasury Bills,1632527,12502.35,94,83,Low,35,Retirement,51.1,Not Ready,Not Ready,Low,1785736,17.7,Healthy,Review,Stocks,Medium
2291,26,F,Ghana,Primary,Teacher,Single,585909,171975,Salary,408633,326812,857864,0.43,1677551,50326,0.07,1404957,403505,171,91168,851327,50,18768,Manufacturing,3154202,878221,276179,2107775,1331779,Treasury Bills,2064055,87494.93,37,50,Medium,34,Education,37.8,Not Ready,Not Ready,Low,4341356,18.1,Healthy,Decline,Stocks,High
2292,25,M,Nigeria,Primary,Civil Servant,Married,1233285,50610,Business,1118047,75149,543524,0.06,1823288,54698,0.04,1957032,318652,127,69142,209198,253,11819,Services,858298,174412,694230,885951,614426,Crypto,129477,1919.77,64,22,Low,69,Education,35.6,Not Ready,Not Ready,Low,1158218,24.1,Reduce Spending,Decline,Mutual Fund,High
2293,58,M,Zambia,Postgraduate,Nurse,Married,1432706,256560,Business,990997,346034,979230,0.2,1334812,40044,0.02,1769626,178225,192,579971,745270,173,14759,Agriculture,1767487,122937,1535525,1543497,1409059,Crypto,2093026,68980.96,80,26,Medium,50,Retirement,38.0,Not Ready,Not Ready,Low,4870955,12.7,Healthy,Decline,Mutual Fund,High
2294,31,F,South Africa,Primary,Entrepreneur,Married,1141161,187639,Salary,705339,369162,100708,0.28,306888,9206,0.01,1132748,331164,196,975971,477629,46,5200,ICT,4719995,407822,1980964,870452,2666733,Treasury Bills,1380195,24889.11,39,41,High,74,Home,36.2,Not Ready,Not Ready,Low,4067279,18.5,Healthy,Decline,Savings,High
2295,56,F,Nigeria,Bachelor,Teacher,Single,1339836,123547,Salary,1267901,194340,954900,0.13,46243,1387,0.0,943492,248007,111,786174,394803,115,33305,ICT,3837869,1221205,303069,1985972,1694682,Crypto,1192963,-16997.21,62,79,High,91,Home,54.0,Not Ready,Not Ready,Low,2791040,2.5,Reduce Spending,Review,Mutual Fund,Medium
2296,25,F,Rwanda,Diploma,Nurse,Single,83897,208625,Mixed,172070,61016,14905,0.21,32379,971,0.0,1096473,92671,90,987125,334333,232,20525,Manufacturing,2120689,228144,1962876,1798692,1320216,Crypto,1769201,17121.15,81,44,High,87,Home,48.4,Not Ready,Not Ready,Low,927771,7.9,Healthy,Decline,Crypto,High
2297,33,M,Tanzania,Diploma,Engineer,Single,263349,120788,Mixed,304932,57652,620195,0.15,974117,29223,0.08,1949883,141692,114,264368,697246,273,4949,Services,4579856,486311,642152,234044,3416412,Treasury Bills,2539446,17789.49,30,25,High,76,Retirement,28.2,Not Ready,Not Ready,Low,764596,-2.4,Reduce Spending,Decline,Savings,High
2298,20,M,Ghana,Secondary,Farmer,Single,1434728,135144,Business,747038,428328,756423,0.27,1691131,50733,0.03,1827201,394508,47,415993,91716,167,19445,Services,1883137,399567,923218,145483,1106492,Mutual Fund,1502007,-2458.48,28,72,Medium,54,Education,38.9,Not Ready,Not Ready,Low,4974779,12.0,Healthy,Decline,Mutual Fund,High
2299,51,M,Tanzania,Diploma,Teacher,Married,824718,74889,Salary,523640,333850,200155,0.37,838647,25159,0.03,1760526,494949,165,675595,809833,63,8397,Agriculture,790584,47366,1822272,2636307,703356,Mutual Fund,2962097,79843.68,55,41,Medium,68,Education,40.5,Not Ready,Not Ready,Low,4847710,10.6,Healthy,Decline,Crypto,High
2300,53,F,Nigeria,Bachelor,Entrepreneur,Married,290195,228393,Business,213395,93404,979011,0.18,1143047,34291,0.07,1215551,10524,70,379925,792743,242,14763,ICT,805306,206931,1225014,255245,537095,Stocks,2944689,132765.24,66,45,Medium,67,Education,43.6,Not Ready,Not Ready,Low,1017057,18.5,Healthy,Decline,Savings,High
2301,42,F,South Africa,Bachelor,Nurse,Married,922321,136889,Mixed,483380,188228,266206,0.18,2118218,63546,0.06,153200,260035,50,106045,569806,44,48771,Retail,2931948,980361,1085269,666125,2140819,Treasury Bills,1757654,80873.82,31,90,High,34,Education,40.5,Not Ready,Not Ready,Low,2776626,8.6,Healthy,Decline,Stocks,High
2302,46,F,South Africa,Bachelor,Nurse,Married,168493,125366,Business,131128,94208,81727,0.32,1930513,57915,0.2,1659579,375587,67,110240,763167,296,10654,Food,4627186,647732,852831,877125,3569511,Mutual Fund,398232,7732.35,28,100,Low,82,Home,46.5,Not Ready,Not Ready,Low,1408097,15.1,Healthy,Decline,Mutual Fund,High
2303,32,F,Nigeria,Postgraduate,Civil Servant,Married,678497,184195,Salary,361062,411952,814579,0.48,914552,27436,0.03,521513,446502,142,518249,898105,180,19197,Manufacturing,1447828,490587,1003526,969123,737284,Mutual Fund,1083664,-13484.08,23,73,High,68,Retirement,46.6,Not Ready,Not Ready,Low,5088218,9.0,Healthy,Decline,Savings,High
2304,34,F,Rwanda,Bachelor,Trader,Married,1076060,153246,Business,1014582,125528,587026,0.1,2222447,66673,0.05,660047,160088,190,483833,394480,231,42715,Retail,2803303,950984,211714,1252122,2642268,Savings,435207,16024.32,91,68,High,64,Retirement,54.3,Not Ready,Not Ready,Low,1472645,15.5,Reduce Spending,Review,Treasury Bills,Medium
2305,57,F,Kenya,Bachelor,Farmer,Married,611845,126034,Salary,429211,297727,970703,0.4,482943,14488,0.02,5709,120073,117,100285,958573,28,31791,Agriculture,2076654,412059,1092067,2909191,1604766,Crypto,198650,15884.65,73,78,Low,83,Retirement,58.1,Not Ready,Not Ready,Low,3897985,9.6,Healthy,Review,Stocks,Medium
2306,43,F,Uganda,Postgraduate,Trader,Single,583589,233155,Mixed,596515,192915,517999,0.24,242942,7288,0.01,1345498,29800,180,799946,576204,201,40553,Agriculture,807260,261748,374591,2285068,616145,Treasury Bills,745487,2104.59,90,95,High,41,Retirement,58.8,Not Ready,Not Ready,Low,2998788,0.9,Reduce Spending,Review,Crypto,Medium
2307,50,M,Kenya,Postgraduate,Engineer,Married,1039255,133608,Business,966098,166759,88376,0.14,1296132,38883,0.03,334001,207543,162,34824,371572,149,35233,ICT,454825,78615,1445194,603419,214707,Mutual Fund,763633,52392.56,84,51,High,99,Retirement,52.1,Not Ready,Not Ready,Low,1889296,12.1,Reduce Spending,Review,Stocks,Medium
2308,57,F,South Africa,Bachelor,Entrepreneur,Single,417503,103347,Mixed,454287,43231,185652,0.08,2113183,63395,0.12,1331253,296019,130,772207,3355,291,7118,Manufacturing,3216465,1111663,920824,22941,1518408,Mutual Fund,1748712,-30726.53,49,66,High,79,Emergency Fund,44.7,Not Ready,Not Ready,Low,479653,14.0,Reduce Spending,Decline,Stocks,High
2309,39,M,South Africa,Primary,Farmer,Single,1279211,213349,Mixed,1332712,104230,755434,0.07,2637861,79135,0.05,1414979,333993,12,620863,566172,240,26333,ICT,3352944,1028460,1522890,2054349,2350706,Savings,1278929,101107.28,32,77,High,67,Business Expansion,40.5,Not Ready,Not Ready,Low,1324002,17.5,Reduce Spending,Decline,Stocks,High
2310,47,F,South Africa,Postgraduate,Entrepreneur,Single,1081528,158275,Salary,530483,535478,93180,0.43,421864,12655,0.01,1075671,229028,185,919789,597321,205,42141,Agriculture,150558,51377,134854,1684177,123782,Stocks,1395356,14308.18,71,40,High,72,Business Expansion,51.9,Not Ready,Not Ready,Low,7405768,8.1,Healthy,Review,Stocks,Medium
2311,20,M,Rwanda,Postgraduate,Nurse,Single,125062,297569,Mixed,324767,49173,403675,0.12,2018893,60566,0.14,1144898,176825,184,472977,140098,233,10100,Agriculture,3988599,455266,1645264,994028,1905396,Mutual Fund,1706019,73251.6,78,79,Medium,79,Emergency Fund,50.4,Not Ready,Not Ready,Low,633226,21.0,Reduce Spending,Review,Savings,Medium
2312,56,M,Tanzania,Primary,Entrepreneur,Single,1285314,218529,Business,1232381,199731,852708,0.13,447303,13419,0.01,1520039,384507,183,464328,541071,148,15865,Manufacturing,3202778,332409,1838169,1329065,2225020,Savings,1489553,7441.46,53,90,Low,53,Retirement,43.8,Not Ready,Not Ready,Low,2248587,15.9,Reduce Spending,Decline,Savings,High
2313,37,F,Tanzania,Bachelor,Entrepreneur,Married,1375698,217251,Mixed,750033,611911,901565,0.38,2460962,73828,0.05,1914928,432497,175,152215,535997,49,9305,Manufacturing,1104068,155296,1008446,1351517,569712,Stocks,2526067,75940.27,67,74,High,35,Emergency Fund,46.8,Not Ready,Not Ready,Low,8209167,13.7,Healthy,Decline,Savings,High
2314,57,M,Uganda,Postgraduate,Nurse,Married,488261,35891,Business,248086,249804,336955,0.48,853479,25604,0.05,1773912,287592,24,340422,829577,109,41781,Manufacturing,3046310,544906,177797,1853230,1920103,Mutual Fund,1854896,-36309.4,69,100,Low,47,Retirement,56.9,Not Ready,Not Ready,Low,3288265,9.3,Healthy,Review,Crypto,Medium
2315,59,F,Tanzania,Postgraduate,Nurse,Single,382459,79437,Mixed,276483,160719,284178,0.35,2030168,60905,0.13,925460,338152,163,411308,383037,143,12740,Retail,4797368,1143078,876412,337492,3238676,Crypto,1307104,76479.79,44,68,Low,37,Home,40.6,Not Ready,Not Ready,Low,1973054,7.1,Healthy,Decline,Savings,High
2316,39,F,South Africa,Secondary,Trader,Single,509730,48006,Salary,272051,236280,960410,0.42,1333277,39998,0.07,1192358,243904,116,492710,122310,109,43266,Manufacturing,3837001,561955,384689,2741984,2004330,Treasury Bills,147040,3823.32,37,90,Medium,77,Retirement,49.5,Not Ready,Not Ready,Low,3593698,7.5,Healthy,Decline,Savings,High
2317,53,F,Nigeria,Postgraduate,Teacher,Single,389437,206908,Mixed,225352,321068,754639,0.54,2558002,76740,0.13,187924,87739,47,854219,81140,52,40212,Food,2358573,381600,1831667,419427,1272041,Crypto,2245277,115438.91,86,68,Low,89,Emergency Fund,61.2,Not Ready,Ready,Low,4061442,18.4,Healthy,Review,Treasury Bills,Medium
2318,58,M,Uganda,Postgraduate,Teacher,Married,992446,95351,Business,779687,244722,332267,0.22,2123447,63703,0.06,366092,203433,158,124321,56284,48,16589,Food,3014206,949048,1953062,908467,2230648,Stocks,2527588,95510.35,87,29,High,63,Business Expansion,47.2,Not Ready,Not Ready,Low,2855036,25.0,Reduce Spending,Decline,Stocks,High
2319,57,M,Zambia,Diploma,Engineer,Married,114732,68697,Business,137282,36068,968118,0.2,1852911,55587,0.3,1150664,93770,57,904345,121178,288,27273,Manufacturing,2159329,384269,841717,2931815,875755,Crypto,2567348,-23225.14,81,23,Medium,93,Home,43.3,Not Ready,Not Ready,Medium,538775,11.2,Reduce Spending,Decline,Savings,High
2320,46,M,Tanzania,Bachelor,Teacher,Married,1330113,59070,Business,1120090,102108,401304,0.07,1255529,37665,0.03,1696725,321868,89,98602,914230,204,3864,ICT,523734,87981,1901607,924576,467931,Mutual Fund,639017,33477.54,42,26,High,81,Business Expansion,32.4,Not Ready,Not Ready,Low,1292890,7.0,Reduce Spending,Decline,Mutual Fund,High
2321,55,M,Zambia,Secondary,Entrepreneur,Single,911836,69697,Salary,484913,280450,807392,0.29,2547559,76426,0.08,1786447,427982,59,16297,486093,57,29920,Food,1671068,296146,1437638,1161263,1139934,Mutual Fund,861684,2621.66,40,97,Medium,95,Retirement,52.1,Not Ready,Not Ready,Low,3657028,6.3,Healthy,Review,Stocks,Medium
2322,30,M,Tanzania,Postgraduate,Farmer,Single,1370391,9810,Salary,638162,577574,281812,0.42,1830685,54920,0.04,244462,446737,189,886228,370771,159,30161,Food,332870,62579,740800,517805,216989,Crypto,56979,4473.57,82,25,High,34,Retirement,42.3,Not Ready,Not Ready,Low,7045267,21.2,Healthy,Decline,Crypto,High
2323,49,M,Nigeria,Bachelor,Civil Servant,Single,467000,260575,Business,266828,393658,654945,0.54,1215406,36462,0.05,1338271,258729,151,704455,414051,197,39779,ICT,3254670,489968,1986958,814537,1494847,Savings,2440744,56336.09,98,35,Low,44,Home,51.4,Not Ready,Not Ready,Low,4396175,21.2,Healthy,Review,Mutual Fund,Medium
2324,45,M,Zambia,Bachelor,Nurse,Married,1309637,90858,Salary,1075728,248763,829748,0.18,43525,1305,0.0,1962932,277785,6,107060,949065,107,45826,Food,538219,131415,266779,2860546,466241,Crypto,2569166,49906.43,98,64,Low,21,Emergency Fund,48.9,Not Ready,Not Ready,Low,3148828,12.1,Reduce Spending,Decline,Stocks,High
2325,31,F,Rwanda,Secondary,Farmer,Married,392949,186578,Business,384742,147107,256899,0.25,1779069,53372,0.09,73009,286683,112,45151,489758,5,42977,Services,339252,104943,1383273,2336176,168198,Crypto,2645061,66464.79,60,55,Medium,75,Home,47.6,Not Ready,Not Ready,Low,2273924,4.9,Healthy,Decline,Savings,High
2326,37,F,Kenya,Postgraduate,Engineer,Married,324473,129754,Salary,337742,100759,191849,0.22,1817319,54519,0.12,1026883,407276,70,632901,957349,291,30744,Retail,2209866,246794,467820,1982570,930705,Crypto,1364717,7498.75,28,36,Low,81,Education,31.8,Not Ready,Not Ready,Low,1477684,23.6,Reduce Spending,Decline,Crypto,High
2327,59,M,Zambia,Secondary,Trader,Married,1215628,266690,Business,978851,472576,593691,0.32,1933706,58011,0.04,1857674,221993,97,911826,92078,73,8754,Agriculture,3125959,679748,980081,1189392,2003706,Treasury Bills,1294705,78476.46,73,99,High,89,Home,61.7,Not Ready,Ready,Low,5140648,21.0,Healthy,Review,Savings,Medium
2328,30,F,Kenya,Postgraduate,Trader,Single,320541,96509,Mixed,176098,94979,152598,0.23,896259,26887,0.06,1425511,229660,14,164702,253247,54,40010,Manufacturing,2556408,525614,1245512,2151355,2143475,Crypto,1571804,118766.69,69,48,High,22,Education,38.2,Not Ready,Not Ready,Low,1377989,22.3,Healthy,Decline,Savings,High
2329,51,F,Tanzania,Diploma,Trader,Single,546751,97047,Business,230421,347315,350800,0.54,1699881,50996,0.08,357537,43520,192,790838,258478,105,10497,Services,3636670,266839,732969,484681,3357132,Stocks,793066,30678.34,60,76,Medium,88,Business Expansion,54.9,Not Ready,Not Ready,Low,5197353,9.8,Healthy,Review,Treasury Bills,Medium
2330,39,F,South Africa,Diploma,Teacher,Married,69860,41196,Business,42157,23736,802783,0.21,498271,14948,0.13,72694,491023,97,837689,709491,212,2349,Manufacturing,3544757,882025,1622536,17143,2752707,Savings,1385394,-10849.63,83,46,Low,31,Retirement,42.6,Not Ready,Not Ready,Low,272806,14.6,Healthy,Decline,Stocks,High
2331,31,M,Ghana,Primary,Entrepreneur,Married,953775,71543,Business,922031,82186,536022,0.08,2196063,65881,0.06,640758,143936,175,262048,137885,261,11011,Manufacturing,1492356,274078,1372335,386540,1403574,Stocks,2936847,-376.73,28,92,High,72,Emergency Fund,40.9,Not Ready,Not Ready,Low,942626,-1.0,Reduce Spending,Decline,Crypto,High
2332,49,M,Rwanda,Postgraduate,Entrepreneur,Married,1292144,273341,Mixed,568976,933121,578907,0.6,2963329,88899,0.06,1139135,209006,15,35037,831443,278,42922,Food,2674551,612871,1523050,2562353,1294646,Crypto,1080815,10331.77,56,87,High,70,Education,57.8,Not Ready,Not Ready,Low,11393339,-2.8,Healthy,Review,Savings,Medium
2333,34,M,Tanzania,Postgraduate,Trader,Single,700407,34851,Mixed,578922,72389,843531,0.1,2635344,79060,0.11,565364,133690,178,121658,769109,249,39283,Manufacturing,2470842,482269,125460,1148910,1270103,Crypto,846467,37416.77,66,29,Medium,60,Home,36.1,Not Ready,Not Ready,Low,937038,22.8,Reduce Spending,Decline,Mutual Fund,High
2334,26,F,Zambia,Primary,Trader,Single,797351,296820,Salary,768732,281298,251959,0.26,359570,10787,0.01,830240,240664,187,723227,152291,234,21207,Agriculture,269715,15364,12737,248080,122152,Treasury Bills,1316569,-20852.82,38,63,Low,88,Education,41.5,Not Ready,Not Ready,Low,4332055,5.0,Reduce Spending,Decline,Crypto,High
2335,21,F,Nigeria,Diploma,Civil Servant,Married,178543,105209,Business,143405,52261,19064,0.18,1509173,45275,0.16,533334,105432,18,571103,671029,14,8977,Agriculture,287297,41389,795713,2408719,198246,Stocks,70013,4272.1,69,100,Low,84,Retirement,54.8,Not Ready,Not Ready,Low,810671,7.8,Healthy,Review,Treasury Bills,Medium
2336,60,M,Zambia,Diploma,Engineer,Single,74929,288165,Mixed,318470,29967,474883,0.08,2181931,65457,0.18,408411,152154,97,884564,950790,110,8728,Services,707484,184372,1351419,2241835,610010,Stocks,364977,11694.66,22,90,Medium,94,Home,42.7,Not Ready,Not Ready,Low,337935,15.9,Reduce Spending,Decline,Crypto,High
2337,50,F,South Africa,Postgraduate,Engineer,Married,231723,136869,Business,162192,134236,717203,0.36,1032864,30985,0.08,558015,55176,40,593145,227700,15,5189,Retail,3396668,629258,1027850,1443294,1455274,Mutual Fund,2027066,50383.37,42,44,High,90,Business Expansion,43.0,Not Ready,Not Ready,Low,1723104,-0.6,Healthy,Decline,Crypto,High
2338,60,M,Tanzania,Bachelor,Engineer,Married,221942,59874,Mixed,243770,24836,656345,0.09,1198918,35967,0.13,121574,85782,80,878852,765529,148,8886,Retail,704625,208030,1945055,368913,467753,Stocks,2323176,-2331.59,34,63,Medium,89,Business Expansion,40.8,Not Ready,Not Ready,Low,294081,12.4,Reduce Spending,Decline,Savings,High
2339,34,F,Tanzania,Bachelor,Nurse,Married,468126,250066,Mixed,584315,118061,166164,0.16,1469612,44088,0.06,1891044,228944,13,413439,876105,275,3321,Services,4617570,684044,1388875,1797656,2432355,Treasury Bills,2686234,157391.27,67,93,High,28,Emergency Fund,45.2,Not Ready,Not Ready,Low,1567279,19.2,Reduce Spending,Decline,Treasury Bills,High
2340,48,M,Nigeria,Primary,Nurse,Single,108281,136795,Mixed,105478,110868,655865,0.45,2332625,69978,0.29,224518,491188,147,784438,941084,122,18095,ICT,4063379,543477,130636,654105,2076052,Stocks,1150978,-19430.93,84,32,Low,22,Business Expansion,39.5,Not Ready,Not Ready,Medium,1253577,0.3,Healthy,Decline,Stocks,High
2341,24,F,Ghana,Primary,Entrepreneur,Single,578639,294470,Business,630561,87695,925573,0.1,2265069,67952,0.08,633929,407309,34,917618,126016,158,10214,Manufacturing,4138931,1111455,21349,2754126,2848380,Treasury Bills,1227935,44388.95,65,99,Medium,100,Home,57.6,Not Ready,Not Ready,Low,1338845,15.5,Reduce Spending,Review,Savings,Medium
2342,47,F,Kenya,Primary,Teacher,Married,200302,187205,Business,150710,72089,651298,0.19,2684090,80522,0.21,1155253,281830,13,3887,180258,34,21397,Agriculture,2407438,760502,767800,912327,1484024,Treasury Bills,1228195,83622.72,27,52,High,33,Emergency Fund,30.0,Not Ready,Not Ready,Low,1059651,22.6,Healthy,Decline,Treasury Bills,High
2343,37,F,Tanzania,Secondary,Nurse,Single,241452,273463,Salary,274634,227353,207213,0.44,2043504,61305,0.12,1013505,183960,54,277957,7505,266,39165,ICT,1346992,468873,665166,267271,606459,Stocks,2134492,139681.31,44,94,Low,76,Retirement,55.8,Not Ready,Not Ready,Low,2811908,14.2,Healthy,Review,Mutual Fund,Medium
2344,54,F,Tanzania,Postgraduate,Engineer,Married,846785,196547,Mixed,831779,128140,469178,0.12,415792,12473,0.01,410268,81523,27,772013,233069,180,30227,Agriculture,3696619,601835,1010565,1739332,1903790,Stocks,1963544,-14707.74,96,88,Medium,34,Retirement,52.3,Not Ready,Not Ready,Low,1752801,12.3,Reduce Spending,Review,Treasury Bills,Medium
2345,39,M,Ghana,Primary,Trader,Single,1467299,258243,Salary,1013337,652253,184781,0.38,628577,18857,0.01,611295,334445,103,34473,774022,189,39779,Manufacturing,2598172,712963,1036929,2559936,1583432,Savings,1584219,96701.05,76,40,High,29,Education,44.3,Not Ready,Not Ready,Low,8459786,-4.9,Healthy,Decline,Mutual Fund,High
2346,21,M,Ghana,Bachelor,Nurse,Single,76237,74901,Salary,103956,18393,270419,0.12,2907793,87233,0.58,1590930,419061,175,927228,619485,180,5728,Services,1834790,587835,1174349,1879996,1491704,Stocks,828254,-5981.03,37,71,Medium,70,Education,37.0,Not Ready,Not Ready,High,232571,10.9,Healthy,Decline,Savings,High
2347,52,F,Rwanda,Bachelor,Nurse,Married,346528,269932,Business,360409,199368,901304,0.32,620763,18622,0.03,2350,22901,172,103553,417313,107,9601,Agriculture,3279104,629847,1331248,614594,2926082,Savings,307816,9293.67,60,69,Low,81,Home,51.0,Not Ready,Not Ready,Low,2295368,10.1,Healthy,Review,Mutual Fund,Medium
2348,52,F,Uganda,Diploma,Trader,Married,1139071,121236,Salary,938603,245917,917766,0.2,1652911,49587,0.04,1797452,471814,188,555020,290636,265,36675,ICT,2536981,200800,1441780,1035788,1296182,Crypto,2739625,86597.44,24,24,Medium,49,Retirement,23.2,Not Ready,Not Ready,Low,2819863,1.6,Reduce Spending,Decline,Stocks,High
